id;sku;lot;name;auction_url;auction_end;current_auction_eur;auction_fee_rate_percent;auction_fees_eur;vat_status;vat_rate_percent;vat_eur;purchase_total_eur;photo_count;photos_reviewed;photos_reviewed_on;market_checked_on;quick_sale_lot_eur;normal_resale_gross_eur;recommended_max_bid_eur;recommended_max_bid_fees_eur;recommended_max_bid_vat_eur;recommended_max_purchase_total_eur;quick_margin_at_recommended_max_bid_eur;quick_margin_before_other_costs_eur;normal_margin_before_other_costs_eur;confidence_percent;demand;estimated_sale_days_min;estimated_sale_days_max;valuation_method;main_risks;device_checks;source_ids;source_titles;source_urls
311011;260733BA311011;317;Enceinte MARSHALL;https://encheres-domaine.gouv.fr/lot/enceinte-marshall.html;2026-09-17T08:00:00+00:00;30.0;11.0;3.3;non_mentionnee;;0.0;33.3;3;True;2026-09-12;2026-09-12;120;180;75;8.25;0.0;83.25;36.75;86.7;146.7;80;moyenne;7;30;Enceinte visuellement proche d'une Stanmore, annoncée fonctionnelle, avec défaut cosmétique.;"Version exacte non inscrite dans l'annonce; cuir abîmé.";[];lbc_marshall;"[""Marshall Stanmore d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/photo_audio_video/enceinte-marshall-stanmore
341436;260833BA341436;319;Lot HIFI;https://encheres-domaine.gouv.fr/lot/lot-hifi.html;2026-09-17T08:00:00+00:00;20.0;11.0;2.2;non_mentionnee;;0.0;22.2;10;True;2026-09-12;2026-09-12;100;220;55;6.05;0.0;61.05;38.95;77.8;197.8;55;faible;30;120;Somme prudente du Sony GTK, des éléments LG et des petites enceintes.;Tout non testé, câbles LG absents, ensemble hétérogène et encombrant.;[];lbc_jbl;"[""JBL Charge 5 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/photo_audio_video/jbl-charge-5
306147;260633BA306147;321;PC Gamer et souris sans fil;https://encheres-domaine.gouv.fr/lot/pc-gamer-et-souris-sans-fils.html;2026-09-17T08:00:00+00:00;40.0;11.0;4.4;non_mentionnee;;0.0;44.4;4;True;2026-09-12;2026-09-12;180;350;95;10.45;0.0;105.45;74.55;135.6;305.6;46;moyenne;21;90;"RTX 2060 et disque 1 To donnent une valeur plancher; bonus si configuration complète correcte.";"CPU, RAM, carte mère et alimentation inconnus; PC poussiéreux et non testé.";[];lbc_rtx2060;"[""PC et cartes RTX 2060 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/rtx-2060
303750;260633BA303750;344;Table de mixage PIONEER DJ DDJ-REV7;https://encheres-domaine.gouv.fr/lot/table-de-mixage-pioneer-dans-sa-boite-metallique-et-accessoires-connectiques-associes.html;2026-09-17T08:00:00+00:00;500.0;11.0;55.0;non_mentionnee;;0.0;555.0;9;True;2026-09-12;2026-09-12;1200;1650;760;83.6;0.0;843.6;356.4;645.0;1095.0;83;moyenne;14;60;DDJ-REV7 décoté car non testé, flight-case et casque inclus.;"Contrôleur non testé; réparation potentiellement chère; enlèvement spécialisé.";[];lbc_ddj_rev7;"[""Pioneer DDJ-REV7 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/photo_audio_video/ddj-rev7
304500;260535BR286517;305;Matériel de vidéo conférence;https://encheres-domaine.gouv.fr/lot/videoconference-2.html;2026-09-15T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;1;True;2026-09-12;2026-09-12;20;80;10;1.1;0.0;11.1;8.9;-35.5;24.5;25;faible;60;240;Valeur de récupération d'un ancien ensemble Tandberg non inventorié.;"Modèles, complétude et fonctionnement inconnus; technologie probablement obsolète.";[];;[];
299305;260635BA299305;292;Divers informatique;https://encheres-domaine.gouv.fr/lot/divers-informatique.html;2026-09-15T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;2;True;2026-09-12;2026-09-12;3200;6200;1855;204.05;0.0;2059.05;1140.95;3144.5;6144.5;58;moyenne;30;180;24 E595, deux Latitude 5300, 10 barrettes 16 Go et disques, avec forte décote non-testé/gros.;"Configurations E595 non précisées; 26 portables non testés; travail de tri et d'effacement.";[];bm_e595,lbc_dell_7490;"[""Lenovo ThinkPad E595 Ryzen 5 16/256 — Back Market"", ""Dell Latitude 7490 i5 d'occasion — leboncoin""]";https://www.backmarket.fr/fr-fr/p/lenovo-e595-15-ryzen-5-3500u-ghz-ssd-256-go-16-go/7c3dcefc-9ebf-48df-8d27-50ff8082cddb | https://www.leboncoin.fr/ck/ordinateurs/pc-portable-dell-latitude-7490-i5
319895;260613BA305232;405;Lot de disques BEATLES;https://encheres-domaine.gouv.fr/lot/lot-de-disques-beatles-1.html;2026-09-24T08:00:00+00:00;75.0;11.0;8.25;non_mentionnee;;0.0;83.25;14;True;2026-09-12;2026-09-12;200;360;120;13.2;0.0;133.2;66.8;116.75;276.75;67;moyenne;21;90;Douze rééditions Beatles, pour la plupart scellées, plus photo de faible valeur.;"Pressages/années exacts inconnus; état des pochettes à vérifier.";[];;[];
315491;260713BA315491;406;SONY Playstation 5;https://encheres-domaine.gouv.fr/lot/console-ps5-doo-1.html;2026-09-24T08:00:00+00:00;200.0;11.0;22.0;non_mentionnee;;0.0;222.0;12;True;2026-09-12;2026-09-12;260;400;160;17.6;0.0;177.6;82.4;38.0;178.0;74;forte;7;30;PS5, DualSense camouflage et trois jeux de sport anciens.;"Fonctionnement inconnu; jeux annuels à faible valeur résiduelle.";[];lbc_ps5,lbc_ps5_bundles;"[""Console Sony PS5 d'occasion — leboncoin"", ""PS5 avec jeux et manettes — leboncoin""]";https://www.leboncoin.fr/c/consoles/console_brand%3Asony%2Bconsole_model%3Aps5 | https://www.leboncoin.fr/ck/consoles/ps5-jeux-manettes
322440;260720BA322440;407;2 consoles XBOX 360S;https://encheres-domaine.gouv.fr/lot/2-consoles-xbox-360s-doo-1.html;2026-09-24T08:00:00+00:00;100.0;11.0;11.0;non_mentionnee;;0.0;111.0;10;True;2026-09-12;2026-09-12;55;100;30;3.3;0.0;33.3;21.7;-56.0;-11.0;78;faible;21;90;Deux Xbox 360 S 4 Go, deux manettes et câblage.;Faible stockage, consoles anciennes, état seulement décrit comme usage.;[];lbc_xbox360;"[""Xbox 360 avec deux manettes — leboncoin""]";https://www.leboncoin.fr/ck/consoles/2-manettes-xbox-360
322018;260713BA322018;408;SONY Playstation 5;https://encheres-domaine.gouv.fr/lot/sony-playstation-5-doo-3.html;2026-09-24T08:00:00+00:00;150.0;11.0;16.5;non_mentionnee;;0.0;166.5;11;True;2026-09-12;2026-09-12;250;380;150;16.5;0.0;166.5;83.5;83.5;213.5;74;forte;7;30;PS5 avec boîte, câbles et Modern Warfare III.;"État de fonctionnement inconnu; manette non explicitement listée.";[];lbc_ps5,lbc_ps5_bundles;"[""Console Sony PS5 d'occasion — leboncoin"", ""PS5 avec jeux et manettes — leboncoin""]";https://www.leboncoin.fr/c/consoles/console_brand%3Asony%2Bconsole_model%3Aps5 | https://www.leboncoin.fr/ck/consoles/ps5-jeux-manettes
351136;260920BA351136;409;Lot d'écouteurs APPLE;https://encheres-domaine.gouv.fr/lot/lot-d-ecouteurs-apple-doo-3.html;2026-09-24T08:00:00+00:00;100.0;11.0;11.0;non_mentionnee;;0.0;111.0;3;True;2026-09-12;2026-09-12;145;205;90;9.9;0.0;99.9;45.1;34.0;94.0;78;forte;7;30;AirPods 3 et AirPods Pro 2 en parfait état annoncé, avec boîtes.;"Authenticité et santé des batteries à vérifier; description des AirPods 3 contient des fonctions incohérentes.";[];lbc_airpods;"[""AirPods d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/telephones_objets_connectes/airpods
322431;260113BA205866;410;Drône DJI Phantom;https://encheres-domaine.gouv.fr/lot/drone-dji-phantom-5.html;2026-09-24T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;12;True;2026-09-12;2026-09-12;80;180;40;4.4;0.0;44.4;35.6;24.5;124.5;48;faible;30;120;DJI Phantom ancien avec radiocommande, valorisé surtout après test.;Version/compatibilité de la radiocommande ambiguë, batterie et chargeur non listés.;[];;[];
336780;260813BA336780;411;Lot accessoires électroniques;https://encheres-domaine.gouv.fr/lot/lot-accessoires-electroniques.html;2026-09-24T08:00:00+00:00;150.0;11.0;16.5;non_mentionnee;;0.0;166.5;7;True;2026-09-12;2026-09-12;100;250;50;5.5;0.0;55.5;44.5;-66.5;83.5;43;faible;30;150;Trois Kindle, sept casques et quatre montres inconnues vendus après tri.;Modèles partiels, aucun chargeur et tout non testé.;[];lbc_sony_xm4;"[""Sony WH-1000XM4 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/photo_audio_video/casque-sony-wh-1000xm4
319661;260113BA194018;412;Défibrillateur de formation AED Trainer;https://encheres-domaine.gouv.fr/lot/defribillateur-de-formation-aed-trainer-xft-d0009-1.html;2026-09-24T08:00:00+00:00;25.0;11.0;2.75;non_mentionnee;;0.0;27.75;5;True;2026-09-12;2026-09-12;20;40;10;1.1;0.0;11.1;8.9;-7.75;12.25;80;faible;30;120;Petit AED Trainer de formation, pas un défibrillateur médical opérationnel.;"Marché de niche; faible valeur unitaire neuve.";[];;[];
336845;260813BA336845;413;Lot de 2 appareils photo et 1 camera numérique;https://encheres-domaine.gouv.fr/lot/lot-de-2-appareils-photo-et-1-camera-numerique.html;2026-09-24T08:00:00+00:00;70.0;11.0;7.7;non_mentionnee;;0.0;77.7;8;True;2026-09-12;2026-09-12;200;420;115;12.65;0.0;127.65;72.35;122.3;342.3;62;moyenne;21;90;Canon 450D avec deux objectifs, Sony HDR-PJ540 et Lumix TZ10.;"Tout non testé, sans chargeurs; batteries anciennes.";[];lbc_sony_a6000;"[""Sony Alpha 6000 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/photo_audio_video/sony-alpha-6000
348147;260913BA348147;414;Lot appareils photo argentiques;https://encheres-domaine.gouv.fr/lot/lot-appareil-photo-argentique.html;2026-09-24T08:00:00+00:00;90.0;11.0;9.9;non_mentionnee;;0.0;99.9;11;True;2026-09-12;2026-09-12;160;330;95;10.45;0.0;105.45;54.55;60.1;230.1;64;faible;30;150;Rollei 35 domine la valeur, complété par Nikon F65, Yashica et flash.;"Tout non testé; version exacte du Rollei, cellule, obturateur et optiques à contrôler.";[];lbc_rollei35;"[""Rollei 35 argentiques d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/photo_audio_video/rollei-35
336701;260813BA336701;415;Lot de 10 APPLE Iphone;https://encheres-domaine.gouv.fr/lot/lot-de-10-apple-iphone.html;2026-09-24T08:00:00+00:00;110.0;11.0;12.1;non_mentionnee;;0.0;122.1;3;True;2026-09-12;2026-09-12;850;1500;480;52.8;0.0;532.8;317.2;727.9;1377.9;52;moyenne;45;180;"Inventaire précis des dix iPhone (16 à SE), valorisé par état d'usage, risque de panne et valeur des pièces; aucun verrouillage ON/OFF n'est supposé sans IMEI.";"Aucun IMEI fourni; fonctionnement, activation, capacités, batteries et authenticité inconnus; mini-réplique sans valeur.";"[{""device"": ""10 iPhone du lot"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_iphone16,lbc_iphone_locked_parts,ebay_iphone_locked_parts;"[""iPhone 16 128 Go d'occasion — leboncoin"", ""iPhone bloqués et pour pièces — leboncoin"", ""iPhone bloqués pour pièces — eBay France""]";https://www.leboncoin.fr/c/telephones_objets_connectes/phone_brand%3Aapple%2Bphone_memory%3A128go%2Bphone_model%3Aiphone16 | https://www.leboncoin.fr/ck/telephones_objets_connectes/bloque | https://www.ebay.fr/b/Iphone-bloque/bn_7006314156
336751;260813BA336751;416;Lot de 10 téléphones portable;https://encheres-domaine.gouv.fr/lot/lot-de-10-telephones-portable.html;2026-09-24T08:00:00+00:00;110.0;11.0;12.1;non_mentionnee;;0.0;122.1;3;True;2026-09-12;2026-09-12;380;820;215;23.65;0.0;238.65;141.35;257.9;697.9;55;moyenne;30;150;Dix Android de générations variées, A54/A55/Edge 30 étant les principaux contributeurs.;Tout non testé, aucune capacité, aucun chargeur, risque de comptes/verrouillages.;[];lbc_samsung_midrange;"[""Samsung A54/A55 d'occasion — leboncoin""]";https://www.leboncoin.fr/c/telephones_objets_connectes/phone_brand%3Asamsung%2Bphone_model%3Asamsung_galaxya5
288890;260613BA288890;417;Lot tablettes APPLE SAMSUNG et LENOVO;https://encheres-domaine.gouv.fr/lot/lot-tablettes-ipad-samsung-et-lenovo.html;2026-09-24T08:00:00+00:00;170.0;11.0;18.7;non_mentionnee;;0.0;188.7;2;True;2026-09-12;2026-09-12;350;650;200;22.0;0.0;222.0;128.0;161.3;461.3;58;moyenne;30;120;"Les deux iPad 10 et l'iPad 9 sont cotés prudemment d'après leur état non testé et leurs pièces; valeur ajoutée pour Tab S4, Lenovo M10 et P11.";"Aucun IMEI iPad; activation et capacités inconnues, aucun chargeur, batteries et comptes Android non vérifiés.";"[{""device"": ""3 iPad du lot (2 iPad 10 et 1 iPad 9)"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_ipad10,lbc_ipad_parts;"[""iPad 10e génération d'occasion — leboncoin"", ""iPad récents pour pièces — leboncoin""]";https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-10eme-generation | https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-air-5
340354;260813BA340354;418;Lot de 7 APPLE Iphone;https://encheres-domaine.gouv.fr/lot/lot-de-7-apple-iphone.html;2026-09-24T08:00:00+00:00;140.0;11.0;15.4;non_mentionnee;;0.0;155.4;7;True;2026-09-12;2026-09-12;550;950;310;34.1;0.0;344.1;205.9;394.6;794.6;52;moyenne;45;180;"Inventaire des sept iPhone 14 Pro à SE valorisé par état d'usage, risque de panne et pièces récupérables; aucun statut iCloud n'est supposé.";"Aucun IMEI fourni; fonctionnement, activation, capacités et batteries inconnus; aucun chargeur.";"[{""device"": ""7 iPhone du lot"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_iphone13_current,lbc_iphone_locked_parts,ebay_iphone_locked_parts;"[""iPhone 13 et 13 Pro d'occasion — leboncoin"", ""iPhone bloqués et pour pièces — leboncoin"", ""iPhone bloqués pour pièces — eBay France""]";https://www.leboncoin.fr/recherche?category=17&text=iphone%2013&sort=time&order=desc | https://www.leboncoin.fr/ck/telephones_objets_connectes/bloque | https://www.ebay.fr/b/Iphone-bloque/bn_7006314156
340341;260813BA340341;419;Lot de 8 smartphones;https://encheres-domaine.gouv.fr/lot/lot-de-8-smartphones.html;2026-09-24T08:00:00+00:00;160.0;11.0;17.6;non_mentionnee;;0.0;177.6;2;True;2026-09-12;2026-09-12;450;900;250;27.5;0.0;277.5;172.5;272.4;722.4;49;forte;21;120;"S25 et S22 portent l'essentiel de la valeur; six smartphones milieu/entrée de gamme.";"Tout non testé; authenticité du S25, capacités, comptes et IMEI à contrôler.";[];lbc_samsung_s25;"[""Samsung Galaxy S25 d'occasion — leboncoin""]";https://www.leboncoin.fr/c/telephones_objets_connectes/phone_brand%3Asamsung%2Bphone_model%3Asamsung_galaxys25
336669;260813BA336669;420;Lot Tablettes;https://encheres-domaine.gouv.fr/lot/lot-tablettes.html;2026-09-24T08:00:00+00:00;250.0;11.0;27.5;non_mentionnee;;0.0;277.5;2;True;2026-09-12;2026-09-12;600;1000;340;37.4;0.0;377.4;222.6;322.5;722.5;52;moyenne;30;150;"Les sept iPad, dont Air 5 et modèle A16, sont cotés selon l'état non testé et la valeur des composants; valeur prudente ajoutée aux trois autres tablettes.";"Aucun IMEI iPad; activation/capacités inconnues, aucun chargeur, pannes possibles et modèle 'iPad A16' à confirmer.";"[{""device"": ""7 iPad du lot, dont Air 5 et modèle A16"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_ipad10,lbc_ipad_parts;"[""iPad 10e génération d'occasion — leboncoin"", ""iPad récents pour pièces — leboncoin""]";https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-10eme-generation | https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-air-5
340268;260813BA340268;421;Lot 7 tablettes APPLE;https://encheres-domaine.gouv.fr/lot/lot-7-tablettes-apple.html;2026-09-24T08:00:00+00:00;320.0;11.0;35.2;non_mentionnee;;0.0;355.2;2;True;2026-09-12;2026-09-12;400;800;215;23.65;0.0;238.65;161.35;44.8;444.8;43;moyenne;45;180;"Les sept iPad sont valorisés d'après leur état non testé et les pièces récupérables; les deux Pro non identifiés créent une large fourchette.";"Générations/capacités des Pro et Air inconnues; aucun IMEI ni statut d'activation, batteries et écrans non testés.";"[{""device"": ""7 iPad du lot, dont 2 iPad Pro"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_ipad_parts,lbc_ipad_pro11;"[""iPad récents pour pièces — leboncoin"", ""iPad Pro 11 pouces d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-air-5 | https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-pro-11-pouces
328386;260713BR328386;422;Lot 5 ordinateurs portables;https://encheres-domaine.gouv.fr/lot/portable-1-doo-317.html;2026-09-24T08:00:00+00:00;500.0;11.0;55.0;non_mentionnee;;0.0;555.0;14;True;2026-09-12;2026-09-12;1250;2500;695;76.45;0.0;771.45;478.55;695.0;1945.0;47;moyenne;30;150;"Le Yoga Pro 9 16IAH10 domine la valeur; MacBook Pro M4 A3401 et Air M3 A3114 sont retenus à leur valeur pièces tant que l'écran d'activation n'est pas contrôlé.";"Cinq portables non testés, aucun chargeur, configurations exactes inconnues; Activation Lock possible sur les deux Mac récents.";"[{""device"": ""MacBook Pro M4 A3401 et MacBook Air M3 A3114"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""À vérifier"", ""verification_basis"": ""assumed"", ""checked_on"": null, ""source"": ""Assistance Apple — les Mac Apple Silicon et T2 peuvent rester verrouillés après effacement"", ""valuation_effect"": ""La valeur réutilisable n'est pas retenue sans démarrage et écran d'activation contrôlés.""}]";market_yoga_pro9,lbc_recent_mac_parts,apple_mac_activation_lock;"[""Lenovo Yoga Pro 9 16IAH10 d'occasion"", ""MacBook récents pour pièces — leboncoin"", ""Verrouillage d'activation du Mac — Assistance Apple""]";https://www.ebay.com/itm/366408149760 | https://www.leboncoin.fr/ck/ordinateurs/macbook-pour-pieces/p-5 | https://support.apple.com/fr-fr/102541
300877;260533BR282757;292;Photocopieur Multifonctions HP laser;https://encheres-domaine.gouv.fr/lot/multifonctionshplaserjetm806-2.html;2026-09-17T08:00:00+00:00;300.0;11.0;33.0;non_mentionnee;;0.0;333.0;1;True;2026-09-12;2026-09-12;350;800;200;22.0;0.0;222.0;128.0;17.0;467.0;58;faible;45;180;"M806 annoncé en marche; décote forte pour manutention, transport et clientèle professionnelle.";"Compteur pages, consommables et options non indiqués; machine très lourde.";[];;[];
300859;260533BR272488;293;Lot de 30 imprimantes HP;https://encheres-domaine.gouv.fr/lot/lotde30imprimanteshp-2.html;2026-09-17T08:00:00+00:00;250.0;11.0;27.5;non_mentionnee;;0.0;277.5;1;True;2026-09-12;2026-09-12;600;1200;345;37.95;0.0;382.95;217.05;322.5;922.5;56;faible;45;180;30 OfficeJet 8210/8100 annoncées en marche, 20-40 EUR/unité selon canal.;"Annonce les appelle LaserJet à tort; état des têtes/cartouches inconnu; trois palettes à transporter.";[];;[];
314403;260735BR314403;318;Apple iPad SILVER (7th generation);https://encheres-domaine.gouv.fr/lot/lot12-ipad-apple-ipadsilver-7thgeneration-wi-fi-cellular32gb-1.html;2026-09-15T08:00:00+00:00;100.0;11.0;11.0;non_mentionnee;;0.0;111.0;2;True;2026-09-12;2026-09-12;35;60;20;2.2;0.0;22.2;12.8;-76.0;-51.0;72;faible;30;120;"iPad 7 Cellular 32 Go coté d'après l'état non testé et les pièces récupérables; aucun bonus d'accessoire.";"Aucun IMEI; activation et fonctionnement inconnus, sans chargeur ni boîte.";"[{""device"": ""iPad 7 Cellular 32 Go"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_ipad10,lbc_ipad_parts;"[""iPad 10e génération d'occasion — leboncoin"", ""iPad récents pour pièces — leboncoin""]";https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-10eme-generation | https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-air-5
314391;260735BR314391;319;PEN TABLET WACOM Intuos Pro médium PTH-651;https://encheres-domaine.gouv.fr/lot/lot10-pentabletteintuos-wacom-pht-651-tbon-1.html;2026-09-15T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;2;True;2026-09-12;2026-09-12;60;100;35;3.85;0.0;38.85;21.15;4.5;44.5;72;faible;21;90;Ancienne Intuos Pro Medium PTH-651.;"Stylet et câbles non explicitement listés; génération ancienne.";[];;[];
314385;260735BR314385;320;Apple Magic Keyboard for iPad Pro 12.9 (2021) avec boite;https://encheres-domaine.gouv.fr/lot/lot9-magickeyboard-apple-magickeyboardforipadpro12-9-2021-av-1.html;2026-09-15T08:00:00+00:00;130.0;11.0;14.3;non_mentionnee;;0.0;144.3;1;True;2026-09-12;2026-09-12;90;140;55;6.05;0.0;61.05;28.95;-54.3;-4.3;80;moyenne;14;60;Magic Keyboard 12,9 pouces 2021 avec boîte.;État cosmétique et disposition clavier à confirmer.;[];lbc_ipadpro12;"[""iPad Pro 12,9 pouces Cellular d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/ipad-pro-12-9-cellular
314379;260735BR314379;321;APPLE iPad Pro 12.9-inch (6th Gen) Wifi + Cell avec boite;https://encheres-domaine.gouv.fr/lot/ipadpro12-9-inch-6thgen-wifi-cellavecboite-bon-16-janv-24-j-1.html;2026-09-15T08:00:00+00:00;500.0;11.0;55.0;non_mentionnee;;0.0;555.0;1;True;2026-09-12;2026-09-12;250;400;145;15.95;0.0;160.95;89.05;-305.0;-155.0;61;moyenne;30;120;"iPad Pro 12,9 M2 Cellular coté selon le bon état cosmétique annoncé, le risque non testé et les composants; boîte présente.";"Aucun IMEI; le bon état ne prouve ni fonctionnement ni dissociation du compte; capacité et batterie inconnues.";"[{""device"": ""iPad Pro 12,9 pouces M2 Cellular"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_ipadpro12,lbc_ipad_parts;"[""iPad Pro 12,9 pouces Cellular d'occasion — leboncoin"", ""iPad récents pour pièces — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/ipad-pro-12-9-cellular | https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-air-5
314372;260735BR314372;322;APPLE iPad SILVER (7th generation) Wi-Fi + Cellular 32 GB avec boite;https://encheres-domaine.gouv.fr/lot/ipadsilver-7thgeneration-wi-fi-cellular32gbavecboite-bon-cla-1.html;2026-09-15T08:00:00+00:00;100.0;11.0;11.0;non_mentionnee;;0.0;111.0;1;True;2026-09-12;2026-09-12;55;85;30;3.3;0.0;33.3;21.7;-56.0;-26.0;73;faible;30;120;"iPad 7 Cellular 32 Go coté d'après le bon état annoncé et les pièces; 20-30 EUR conservés pour boîte, clavier et chargeur.";"Aucun IMEI; le bon état cosmétique ne confirme ni fonctionnement ni dissociation du compte; clavier probablement tiers.";"[{""device"": ""iPad 7 Cellular 32 Go"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_ipad10,lbc_ipad_parts;"[""iPad 10e génération d'occasion — leboncoin"", ""iPad récents pour pièces — leboncoin""]";https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-10eme-generation | https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-air-5
314336;260735BR314336;323;"iPad SILVER 10""2(7th generation) Wi-Fi + Cellular 32 GB avec boite";https://encheres-domaine.gouv.fr/lot/ipadsilver10-2-7thgeneration-wi-fi-cellular32gbavecboite-bon-1.html;2026-09-15T08:00:00+00:00;100.0;11.0;11.0;non_mentionnee;;0.0;111.0;1;True;2026-09-12;2026-09-12;55;85;30;3.3;0.0;33.3;21.7;-56.0;-26.0;73;faible;30;120;"iPad 7 Cellular 32 Go coté d'après le bon état annoncé et les pièces; 20-30 EUR conservés pour boîte, clavier et chargeur.";"Aucun IMEI; le bon état cosmétique ne confirme ni fonctionnement ni dissociation du compte; clavier probablement tiers.";"[{""device"": ""iPad 7 Cellular 32 Go"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_ipad10,lbc_ipad_parts;"[""iPad 10e génération d'occasion — leboncoin"", ""iPad récents pour pièces — leboncoin""]";https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-10eme-generation | https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-air-5
